-8.218842,-7.535889,-8.008591,-1.513254,-2.959302,-3.109748,0,7.927444,8.339172,8.119293,1.418186,3.04465,3.09758,359.963776
-8.210663,-5.58316,-8.007278,-1.476977,-2.861113,-3.045897,0,-8.218842,-7.535889,-8.008591,-1.513254,-2.959302,-3.109748,0
-8.195374,-4.784714,-8.007278,-1.470281,-2.796643,-2.951695,0,,,,,,,
-8.119629,-4.388748,-7.957748,-1.454859,-2.793482,-2.92959,0,,,,,,,
-8.094238,-3.371078,-7.858749,-1.444298,-2.788352,-2.886855,0,,,,,,,
-8.083466,-3.367035,-7.701096,-1.399205,-2.778205,-2.794956,0,,,,,,,
-8.069962,-3.367035,-7.605835,-1.389121,-2.708171,-2.710921,0,,,,,,,
-8.069962,-3.364685,-7.463501,-1.325369,-2.685597,-2.704518,0,,,,,,,
-8.063599,-3.278168,-7.421036,-1.323523,-2.682965,-2.696388,0,,,,,,,
-8.060257,-2.899597,-7.102264,-1.320376,-2.669283,-2.640908,0,,,,,,,
-8.043442,-2.774109,-7.0466,-1.294959,-2.62497,-2.633793,0,,,,,,,
-8.043243,-2.36821,-6.928879,-1.280331,-2.590067,-2.616043,0,,,,,,,
-8.032791,-2.125671,-6.597778,-1.270458,-2.568794,-2.615131,0,,,,,,,
-8.015076,-1.978287,-6.483704,-1.264555,-2.566346,-2.574182,0,,,,,,,
-8.015076,-1.948822,-6.42627,-1.254012,-2.49878,-2.560019,0,,,,,,,
-8.011581,-1.866989,-6.094162,-1.252201,-2.469624,-2.420607,0,,,,,,,
-7.991165,-1.820023,-6.094162,-1.236216,-2.439291,-2.360914,0,,,,,,,
-7.991165,-1.79306,-5.847946,-1.218913,-2.439085,-2.355333,0,,,,,,,
-7.975494,-1.663025,-5.811035,-1.210948,-2.429795,-2.333265,0,,,,,,,
-7.96962,-1.580994,-5.809586,-1.202513,-2.421422,-2.216273,0,,,,,,,
-7.964935,-1.536804,-5.674805,-1.198945,-2.410968,-2.201553,0,,,,,,,
-7.961227,-1.52597,-5.674805,-1.198622,-2.395956,-2.156586,0,,,,,,,
-7.923294,-1.516983,-5.636627,-1.182923,-2.367451,-2.105766,0,,,,,,,
-7.90686,-1.197037,-5.399536,-1.171477,-2.338238,-2.04619,0,,,,,,,
-7.894241,-1.197037,-5.354721,-1.162041,-2.336699,-2.028025,0,,,,,,,
-7.867386,-1.02037,-4.934158,-1.134001,-2.30862,-1.980673,0,,,,,,,
-7.856979,-1.001114,-4.298859,-1.101435,-2.29123,-1.972162,0,,,,,,,
-7.803085,-0.893188,-4.298859,-1.098224,-2.281568,-1.971791,0,,,,,,,
-7.766068,-0.893188,-4.286392,-1.070187,-2.271709,-1.81228,0,,,,,,,
-7.734177,-0.784073,-4.121002,-1.062756,-2.268508,-1.769002,0,,,,,,,
-7.53241,-0.714523,-4.085434,-1.057547,-2.267911,-1.690007,0,,,,,,,
-7.466949,-0.526886,-4.053497,-1.033945,-2.256964,-1.688417,0,,,,,,,
-7.392334,-0.526886,-4.030212,-1.032747,-2.252547,-1.67512,0,,,,,,,
-7.226242,-0.522049,-3.983917,-1.025845,-2.231835,-1.583696,0,,,,,,,
-7.221207,-0.482773,-3.712952,-1.016873,-2.169286,-1.492925,0,,,,,,,
-7.103027,-0.482773,-3.687347,-0.992699,-2.140393,-1.48846,0,,,,,,,
-7.041931,-0.433273,-3.687347,-0.982275,-2.123919,-1.412442,0,,,,,,,
-7.034317,-0.329407,-3.664658,-0.945586,-2.119397,-1.307023,0,,,,,,,
-6.87468,-0.22995,-3.595444,-0.938353,-2.113232,-1.167119,0,,,,,,,
-6.670654,-0.1315,-3.524582,-0.925336,-2.107728,-1.108278,0,,,,,,,
-6.614365,-0.127045,-3.524582,-0.909028,-2.107069,-1.046295,0,,,,,,,
-6.320984,-0.123398,-3.349472,-0.905745,-2.105749,-1.024762,0,,,,,,,
-6.210083,-0.100494,-3.295593,-0.886402,-2.102829,-0.8933,0,,,,,,,
-6.170959,-0.100494,-3.13327,-0.871273,-2.089463,-0.892317,0,,,,,,,
-6.134445,-0.085358,-3.120285,-0.869637,-2.089437,-0.852346,0,,,,,,,
-6.129333,-0.05571,-3.022903,-0.859688,-2.085785,-0.765687,0,,,,,,,
-6.117554,-0.05571,-3.01059,-0.858188,-2.06724,-0.66312,0,,,,,,,
-6.108841,0.008957,-3.01059,-0.857217,-2.067096,-0.660588,0,,,,,,,
-6.030914,0.11055,-2.970001,-0.839257,-2.066197,-0.611335,0,,,,,,,
-5.878632,0.118042,-2.970001,-0.838966,-2.046051,-0.599929,0,,,,,,,
-5.856857,0.162476,-2.924698,-0.824188,-2.02423,-0.595354,0,,,,,,,
-5.77916,0.172714,-2.761154,-0.822676,-2.018775,-0.517437,0,,,,,,,
-5.741608,0.221024,-2.753952,-0.816978,-2.006188,-0.3918,0,,,,,,,
-5.710007,0.25415,-2.72377,-0.810816,-1.991337,-0.214526,0,,,,,,,
-5.459198,0.311386,-2.72377,-0.796158,-1.9596,-0.213122,0,,,,,,,
-5.416199,0.334076,-2.644302,-0.795858,-1.954322,-0.202101,0,,,,,,,
-5.157486,0.376022,-2.502213,-0.773995,-1.937355,-0.096445,0,,,,,,,
-5.10228,0.411163,-2.463394,-0.761227,-1.926454,-0.008315,0,,,,,,,
-5.081848,0.41832,-2.422745,-0.757191,-1.921931,0,0,,,,,,,
-5.076447,0.473251,-2.353851,-0.751322,-1.921916,0,0,,,,,,,
-5.012802,0.486374,-2.284637,-0.722852,-1.919345,0,0,,,,,,,
-5.007004,0.557755,-2.267715,-0.71986,-1.918791,0,0,,,,,,,
-4.895554,0.567261,-2.225082,-0.71896,-1.916947,0,0,,,,,,,
-4.839951,0.648819,-2.203873,-0.716245,-1.914435,0,0,,,,,,,
-4.768768,0.65538,-2.177017,-0.713213,-1.911773,0,0,,,,,,,
-4.749664,0.677094,-2.172104,-0.705341,-1.850947,0,0,,,,,,,
