{\rtf1\ansi\ansicpg1252\cocoartf1187
{\fonttbl\f0\fnil\fcharset0 Menlo-Bold;}
{\colortbl;\red255\green255\blue255;}
\margl1440\margr1440\vieww10800\viewh8400\viewkind0
\deftab529
\pard\tx529\pardeftab529\pardirnatural

\f0\b\fs22 \cf0 \CocoaLigature0 438,509,504,475,75,238,311\
438,509,504,475,76,238,311\
438,508,503,475,76,239,311\
439,508,504,476,78,239,311\
438,509,503,476,78,239,311\
439,508,504,476,80,239,311\
439,509,504,476,81,239,311\
438,508,504,477,83,239,311\
439,508,504,477,84,239,311\
438,507,504,477,85,239,311\
438,507,503,478,86,239,311\
438,508,504,478,89,239,311\
438,507,503,478,90,240,311\
436,507,504,479,92,240,311\
438,508,503,480,94,240,305\
439,507,504,480,95,240,305\
439,507,503,480,97,240,303\
439,508,503,480,98,240,303\
438,506,502,481,101,241,300\
439,505,503,482,102,242,300\
439,505,502,482,104,242,300\
438,506,502,482,106,243,297\
438,505,502,482,108,243,297\
438,508,503,482,110,243,294\
437,507,502,482,112,243,294\
438,508,502,482,114,244,292\
438,506,501,482,115,244,289\
436,505,502,482,117,244,286\
440,506,502,483,119,244,286\
437,506,501,483,120,245,283\
439,505,503,484,122,245,283\
439,505,503,484,123,245,280\
438,507,502,484,125,245,280\
438,505,502,484,126,245,278\
438,506,501,485,127,245,278\
438,505,502,485,128,245,278\
439,505,502,485,128,245,275\
437,505,502,485,129,245,275\
437,505,501,485,130,245,275\
438,505,501,486,131,245,275\
437,505,501,486,131,245,272\
438,503,501,486,133,245,272\
439,504,501,486,134,245,272\
438,503,502,486,135,245,272\
437,504,501,487,136,246,272\
439,503,501,488,139,246,269\
437,504,500,488,141,247,269\
438,503,500,489,143,247,269\
437,503,501,489,145,247,267\
437,503,499,490,148,247,264\
439,502,502,490,150,247,264\
437,504,499,490,153,247,261\
439,503,501,490,157,247,258\
437,501,501,490,159,247,258\
439,503,501,491,163,246,255\
438,503,503,491,166,246,253\
437,503,501,491,170,246,247\
439,503,502,491,172,246,247\
437,503,501,491,175,246,241\
439,501,502,491,178,246,239\
438,504,502,491,183,245,239\
439,502,502,492,186,245,233\
438,501,503,492,189,245,230\
438,504,501,492,190,245,228\
437,502,502,491,194,245,225\
437,503,500,491,196,245,222\
439,505,503,491,199,245,219\
437,502,500,491,201,246,216\
437,505,501,491,204,246,214\
438,502,502,491,207,246,211\
437,503,501,490,209,246,208\
439,504,502,490,212,246,205\
436,503,500,491,216,246,200\
438,504,502,491,219,245,200\
437,502,502,491,221,245,197\
437,504,501,491,226,245,191\
438,502,503,491,228,244,191\
439,503,502,491,232,244,189\
438,504,501,491,234,244,183\
438,502,505,490,239,243,183\
436,504,501,490,242,243,177\
439,503,502,490,246,243,175\
439,502,504,489,249,243,172\
436,505,502,488,254,243,169\
440,504,503,488,257,243,163\
439,504,504,487,261,243,158\
437,506,501,486,263,244,155\
439,503,503,485,268,244,150\
438,505,503,485,271,244,147\
438,505,502,485,275,245,141\
439,506,502,485,278,245,138\
438,505,502,484,283,246,133\
440,506,502,484,287,247,130\
440,503,504,485,291,247,127\
435,506,499,485,295,249,122\
440,504,503,486,298,249,119\
438,507,499,487,302,250,113\
437,504,500,487,304,250,108\
438,504,499,487,306,251,108\
436,505,498,487,308,251,105\
437,504,499,486,311,251,102\
439,505,500,486,314,251,99\
440,505,498,486,318,251,99\
436,505,499,486,322,251,97\
441,504,500,487,327,251,91\
436,506,500,487,331,251,91\
439,504,501,487,337,251,85\
439,505,497,487,340,251,83\
439,503,501,488,344,252,77\
437,503,500,488,347,252,74\
437,503,498,489,351,253,69\
436,506,496,489,354,252,63\
439,503,504,488,360,252,63\
438,505,499,488,363,253,0\
438,505,499,487,367,252,0\
438,504,499,487,370,253,196\
439,504,498,487,373,253,196\
441,504,501,487,379,253,196\
438,505,499,487,383,254,196\
441,504,501,488,389,255,196\
436,504,499,489,392,256,196\
440,502,501,490,396,256,193\
437,502,497,490,397,257,187\
436,504,496,490,399,258,182\
438,502,497,490,402,258,179\
438,503,498,490,407,259,176\
437,503,497,490,409,259,173\
436,507,492,489,412,260,173\
440,502,501,489,415,261,168\
437,506,493,489,418,262,165\
439,503,497,489,420,262,162\
438,503,496,490,421,261,159\
438,503,495,490,425,262,154\
438,501,500,491,427,262,154\
438,502,493,491,430,262,151\
439,504,495,491,432,262,148\
438,502,498,491,436,263,148\
437,503,492,491,437,264,145\
439,504,495,490,439,264,143\
437,503,495,490,441,264,140\
438,504,492,490,444,265,140\
437,503,494,490,446,266,137\
438,505,490,490,450,267,134\
438,503,497,491,454,267,131\
438,507,492,491,457,268,129\
439,501,493,492,458,268,126\
439,502,494,493,459,269,123\
437,503,491,493,461,269,120\
439,500,494,494,464,270,118\
437,502,491,495,466,270,118\
439,502,494,495,470,271,115\
437,501,491,496,473,271,115\
438,501,489,497,476,271,115\
439,503,491,497,478,272,112\
437,499,492,498,480,273,112\
437,499,489,500,482,273,112\
439,499,494,500,484,273,112\
436,499,488,501,487,274,112\
439,498,492,501,490,273,112\
439,501,490,502,494,274,112\
437,497,487,502,496,276,112\
440,497,490,502,498,277,112\
437,498,491,502,500,277,112\
436,499,486,501,502,278,112\
439,500,490,501,506,277,109\
440,499,492,501,511,276,109\
438,500,487,501,513,277,106\
440,500,491,502,517,276,104\
440,498,493,502,519,276,101\
439,497,487,503,521,277,98\
437,501,494,503,522,277,92\
439,499,489,503,525,277,90\
439,495,491,504,528,278,87\
440,499,487,504,530,280,87\
438,497,489,504,533,281,84\
440,495,487,505,536,283,81\
442,501,487,504,539,282,81\
437,497,493,503,540,282,79\
441,496,483,505,540,283,76\
438,498,490,505,542,282,73\
437,497,484,504,543,283,70\
439,498,487,504,545,283,67\
440,497,488,504,547,283,67\
439,497,488,504,548,284,67\
438,499,487,503,550,283,65\
439,501,492,502,551,283,62\
440,499,490,503,555,282,62\
439,499,488,503,556,280,59\
439,496,485,504,557,281,59\
441,498,490,504,559,281,56\
436,498,488,504,560,281,56\
440,498,489,505,561,280,56\
440,499,487,504,564,280,59\
439,497,485,505,565,280,59\
439,496,488,505,566,280,59\
438,495,489,506,567,280,59\
438,498,490,506,567,279,59}
